DateTime, CaseName, Status, Mode, Number, LoadMult, NumDevices, NumBuses, NumNodes, Iterations, ControlMode, ControlIterations, MostIterationsDone, Year, Hour, MaxPuVoltage, MinPuVoltage, TotalMW, TotalMvar, MWLosses, pctLosses, MvarLosses, Frequency
"6/20/2020 12:57:43 AM", KersNEV2nThreeP, SOLVED, Snap, 100,    1.000, 5, 2, 6, 4, STATIC, 1, 4, 0, 0, -0.001, -1, 8.36006, 4.146274, 0.210296, 2.515, 0.428954, 60
